loan_amount,interest_rate,tenure_years,monthly_income,existing_emi,credit_score,burden_score
2595460.4701473773,13.927959395898858,9,105201.72038415507,34779.48924380497,454,86.0010438534439
2982452.1158671104,11.539011463692574,23,112419.82199211778,9108.227709027855,789,31.842695007638095
279929.54296398873,11.722341498006053,8,161837.91571106587,48428.632411407314,377,53.11922549176135
3057347.01691212,5.053391419696886,11,119087.04715386526,32899.36773239979,473,60.64826463734296
894094.4122520931,14.848715661136021,15,201217.7771706925,3378.4361543230502,619,22.938329297549068
372005.3852771336,13.778326035758145,6,139050.1219832207,26487.50357592238,331,50.28594869950514
4746983.409403999,13.95106225730092,2,208060.23871115793,37517.037462942535,591,85.04750228632072
4829878.563719069,11.59244537050872,1,189239.39713844858,13892.29625391194,821,74.72619502245595
4051566.8731764825,8.447869286545366,3,88447.11228019318,2549.47701486451,614,85.20390193570816
1557838.1574081848,13.936486490904809,25,247576.5205980247,24458.121894996988,566,30.911649105879675
533476.9643316001,7.915169281511924,29,243714.81097641858,41681.22217326561,721,21.134799107632265
3436953.481235177,10.627115433422029,23,296914.5307645851,12576.71861956891,544,32.832907810933506
2228754.8440110264,5.997309723438824,18,69014.03764136779,35850.655688555395,890,64.40168956695197
654089.2624816552,14.219556301327502,14,257394.70139663192,20389.534137411712,390,36.53952243588577
2501125.7050507874,6.407704577712133,17,264154.65831193223,2981.6029069104798,735,19.845151326176882
220223.17952033106,7.248968057304072,2,199805.96664866366,15198.152490496486,788,21.90198778191829
4551135.990289971,10.58134158128215,19,161787.7377791533,15695.120263412338,313,64.07368086558965
1330960.9089200837,12.640930002129815,22,288032.67572732933,45233.21460569065,585,33.10804539494848
3329485.307552211,11.193513059362989,28,292353.7398053722,49087.408105221766,697,33.14506103829605
1592969.8266425843,7.321339128001561,9,199675.2877758163,10488.389815389266,726,23.157004973463728
2624336.7048301636,5.009430425274903,8,120676.76021876548,21525.64230018947,660,45.87837965913602
2756215.8827492343,12.571505803074391,10,248806.2513704643,48835.17270004176,342,56.88952007338476
965029.5548513589,14.852073259110938,9,44991.53082017842,20363.408002860477,593,83.06349117519372
4849443.907434565,13.099131203060905,27,101366.7803283402,17458.554901567935,644,76.19405139437073
3886907.475637517,9.602066181566153,27,295955.202536398,5494.075624134498,541,29.354775833560996
4700519.760742736,14.037672613991067,8,248013.34841795146,37664.22506226498,354,69.89419460742282
4479395.384616862,9.0984767311835,7,283083.09203935467,22350.277933818365,866,30.583639409380158
3009604.8951148717,10.249340842434675,22,186542.47998801194,31933.14760337011,741,35.75511712969667
4613277.463364428,9.771297673956832,24,134148.28828147246,25492.838632250936,406,69.37065571188093
488037.8851570015,9.47623872665525,6,294313.2289494906,8726.856929751088,612,21.737220834601857
1020115.1689747687,12.751907692939056,2,106639.16404000332,8818.489782489569,483,70.98580723035049
273875.0801071634,10.267689072694921,29,232075.99809449853,46987.81626625651,429,42.11676430060593
1660385.1372781585,8.167171220252161,9,176297.9482120583,44475.95730846234,798,41.13081766603925
1973952.583962936,7.581581676584783,9,83982.00074405031,30531.700249459474,717,72.0624292474008
1393177.7072807848,5.377473169674333,19,24895.320474391945,62.21263517424691,348,60.32202203877188
4152250.67030205,10.831951618830459,9,127453.94534114336,21664.782039611597,619,72.72665478425634
1815928.9671332669,7.299614154010342,2,173351.91000564644,26521.400261257128,552,70.24189383506847
1440625.8229525348,6.4813392201638305,28,71293.31226697065,22471.89037025154,691,53.13361002345128
2736345.61163333,11.538299638276776,19,136075.36804114346,46272.47232970207,368,75.98924207025605
747574.9136250751,11.812092578215488,16,192253.18058450878,2043.292072927444,741,11.653076000715707
4020875.0547324964,12.52154892257666,22,220178.47539791485,32746.425330140828,776,34.31333703354572
419025.6862148656,10.035768963385916,14,34767.90837383047,15691.819932629047,676,60.682902972788746
4935090.33617256,13.940546052038865,20,205970.63010466102,27973.852789932942,863,39.247149768927095
3872611.608018454,14.363427533982279,24,35866.84648576156,32795.86717455114,844,76.17243992258426
1033642.6235941534,13.073709397924894,1,27891.938700616258,22041.065753080104,831,72.55866112192916
77334.47976183187,11.355934820081872,13,62675.36725494161,7418.719196911771,486,31.03234949302768
4086534.070851429,8.037209535911886,22,203020.3360192383,25951.906484420102,411,55.19927748128017
3548943.8520457046,14.829449216202212,2,34790.00400764787,46647.808298279444,483,89.64398404622224
3658585.4818028873,7.741361671919384,22,25850.93941756076,26794.00894456559,592,81.92961781056555
3867788.2160954312,7.02656921990431,14,53028.66317731509,6146.991881619834,660,77.82780629674544
416521.0260837473,9.421541137865827,1,285921.8773989599,41208.151233344106,801,26.52248820147819
1824405.3562941495,5.568405707123885,15,274037.76997962064,11087.244358147136,606,23.012437054071885
623551.8446493921,14.784944646717907,18,44210.47302790313,18510.848794710582,385,78.83517692673963
4322361.9580841875,10.884335564164248,9,105123.69138463766,21437.856296240527,595,83.39403384624062
3135325.7277964116,10.569520916641753,22,285241.8829332347,16984.962363687693,751,17.423302582379648
1687945.2230206134,11.557962798997199,8,47352.54856782034,20222.586864713023,470,88.84216242540047
364613.83391581697,9.970236477772065,7,46486.874954689585,39774.031379033164,655,78.28613362073258
1589362.492492528,5.320635170945415,9,44081.0913657241,11167.950495225548,759,57.03403965301342
1659657.4440323978,11.123112888403968,9,293413.34694762924,23520.927982139066,578,23.4371575641417
3661550.5827734172,12.161738769564305,11,228070.38371908112,1000.4282585315826,551,38.07170637660471
3205909.4832083047,9.16749060624053,4,80055.62286060356,25383.29596524256,307,98.7333860949898
4441703.075752816,12.57295572071193,7,32865.23316302083,5584.432222294422,885,72.51351771602431
2387463.879551649,7.270012993384206,21,290267.62249522936,14111.797111740487,619,21.869804024264134
641991.5173945935,7.21276591066184,7,139136.93169271352,16243.669715756232,450,37.03044486922895
3580561.696753825,6.6141698768757395,4,187545.10872259288,4117.631282095502,675,50.29802543649182
3815885.9906536425,8.719947597891618,12,98174.9453794751,18028.308170656786,664,63.36426058420014
2828322.1279690065,13.470120353890835,26,232340.89024146114,24902.870098276926,739,27.48889666603821
3866287.540775077,13.279120621490643,27,75104.65685032461,21554.771066372075,441,98.14331396324407
2494288.202003734,8.828242079635038,27,240335.34134514406,14021.265730476945,891,12.588805479712008
2637527.5054408708,10.891187359802366,17,84568.8521338097,14742.74803549191,319,71.35231802855563
2166328.0408748207,12.208163164749156,20,47415.42319156017,31679.151769190088,311,100.0
175824.67738327116,7.41206774628023,29,154070.315268625,35919.79406884572,421,44.97153722262264
584062.563616857,6.681410858947471,26,247700.70593078222,28826.53259443917,724,23.621291102481244
205574.46914933453,14.72095993212311,3,127762.1150094074,48809.4020345962,528,58.3814287305896
3200231.535755713,11.175573132096185,9,28084.622187398414,47243.70316305102,896,70.61164739758595
1606062.106327817,14.81415721833664,5,174926.71944351384,4923.447741113512,328,50.99489285223579
2567424.921265279,8.37755987132229,20,210531.9888985877,13068.720247501404,434,39.04491766601413
4542454.04593416,12.030316999741315,16,227394.5846940819,43419.70564353875,851,35.88694758035251
1283996.534286931,7.226036365412377,8,132538.9872065995,1483.1757089525165,400,37.98674518608423
2081395.4690263672,7.612001712739129,21,47165.49681787216,29609.85833126446,675,82.09346876373783
3789978.135788091,10.11902121269624,16,183611.40164974818,47724.97698653665,610,57.49498532298063
1182550.919183531,8.196181255080713,19,112273.4078666909,33935.88373950795,739,41.01960569664553
431050.5536525253,6.676215638405845,16,285128.49503695883,4596.665596687888,756,13.353246173186953
1484269.6919231517,7.6288070198932605,18,160759.39025717176,37390.8865480124,499,47.96765995038566
848045.3719073219,5.357483944658647,15,152234.49310371402,18824.233172187887,899,13.576146885059954
4652003.379095737,12.044236214774866,24,106578.6690491399,46076.68072190936,424,95.01034934150617
4050195.878843864,9.921166570858617,28,114860.22150739342,14315.814277818507,770,47.74959317993796
3185348.594726596,5.942430664045256,18,163571.33954237538,23661.60172632856,321,52.288690365176784
4363729.921429203,6.716939931284912,14,105866.14268819854,37330.359110638645,349,89.00586704163774
4028176.7806506166,6.02534538112644,24,269845.3676231554,12876.998551605362,859,17.26518524154675
973521.7914858774,11.125928082758765,16,142925.02108015044,9089.11737185687,365,41.86379345132219
4468167.04252539,5.942103636124938,5,101766.1835236468,135.40708516123766,429,93.22451999130183
2719744.0974824713,12.54282333035216,8,63510.55339152182,24398.091310914126,601,84.38911566651024
4046828.7680621096,5.205109193203912,16,208258.20336410025,46430.87359947209,626,48.94262357462935
4485651.934621291,7.493757879958921,21,27220.344119963538,14074.358859047787,683,78.45861779515911
1624117.2011107262,13.906666758919071,1,145998.82040758332,2168.9264537530007,837,65.99166653844219
594757.026412,12.18531318122246,28,174034.1097028227,31021.564105738198,348,46.67509521705153
1178279.0545826114,5.729683329256877,29,115139.69104649285,2808.4957209696395,618,21.85516643548396
2164183.553699969,13.211261044851797,11,229948.9692370016,25345.611723668477,320,53.30400047434659
4099173.091316341,9.930351215402048,11,209184.93911462286,19076.485385537402,732,40.186788767410064
4310616.3871189,13.467830271688292,2,291991.71651958924,23771.1926871844,890,74.31384062657195
84413.04612939397,11.007397744503933,22,162454.70380111094,8132.014318604719,891,6.086794236160072
2578199.1477589505,11.818330320328588,19,170587.46209622725,4510.094029242795,308,53.1337616139077
2116184.465586456,14.935015603957082,24,88835.00937427022,37449.54388742521,448,89.69976236209098
1149433.6618301147,7.323355459240181,5,127935.48940460174,12283.338002979133,736,32.62145754606396
643333.5683017299,11.239455747613883,3,27520.96552432511,40021.20477161247,798,78.30679193950715
1721195.0984479585,9.603213900573984,28,212996.94080735306,37922.36410200982,354,46.27726339276036
4717403.03436697,5.394519529226915,26,107254.3839113912,9918.943535714576,596,45.425672307688615
1649854.5135027384,5.144706415028651,23,171302.76270667542,45414.52522075659,817,32.11152699062835
2618013.577629662,6.1922857781785865,8,91397.87099506574,8063.979571154856,528,58.92502946366587
3529943.8465311304,11.490917405385481,4,193890.13609510442,39857.28742673484,546,79.80116870122201
1849966.5317775053,10.671630879133922,29,145323.09802713245,21026.686036414267,581,42.30245910880518
4860321.3094687555,10.534295611637274,13,154920.98266816235,9150.815784458106,556,57.09962046663082
4814114.109963451,5.318567625282601,27,283929.9991482913,46905.56583240819,392,46.612806659039414
1296322.3643355526,9.69302996360007,25,217724.89047468084,48162.874320024916,513,45.366483051518415
2511380.104167308,14.246228178425286,22,93331.9259680207,25568.645590209544,852,59.26093081308991
1539347.6335930098,8.975918693106467,14,161098.1089675991,23458.725881339982,432,47.07792144041346
1459960.4471684648,11.249224697884564,1,150668.3893345539,45042.08663924188,796,70.96809589756118
232590.38940493733,12.798186756231436,5,242614.72992594185,29806.83388043422,385,35.495891522251085
3067343.4532004893,12.839252791418875,21,253339.4319469367,13301.9311642335,895,18.687727665772247
2538261.164982864,10.192800823952712,7,99363.9903676831,21259.86284273071,695,69.79164873138454
304819.8186874473,13.579519454023362,23,249922.40709374618,41799.453923770685,846,15.663755020957957
1429299.9979712267,8.913780933637469,6,70260.39348148041,42978.165367738045,548,87.58488956169627
4545916.135534936,13.886932147847983,15,233575.7552705547,46962.64017407567,863,42.12507804693347
1235831.3588015134,7.402271663955453,15,89659.672264381,14413.04435887818,588,37.757752205779944
767229.6168515543,7.802164069905711,8,103420.72407572286,33997.63784838553,708,48.324229734528295
2472791.163373937,5.531206241990011,2,258690.9952529183,3419.440616727415,608,53.83160504788648
4928969.747847473,12.955818365422829,14,137620.96221576317,36295.13277633759,360,91.08990189975351
1248173.593981927,9.170552362327056,29,297358.4309597629,28159.984502287327,803,19.148854460782434
3377070.9596590986,7.29116613911399,16,62544.04837408352,12488.304654479192,826,62.808322066378
3820017.095877152,7.317902776165797,29,149737.73065111134,32731.595762691657,610,51.228821430662556
1226305.8427623783,14.013999412292332,23,225086.09265450214,6759.105104336305,499,29.768245913862266
3654670.925628705,13.33916600461037,10,21502.776233982087,16690.3148367383,652,84.38480932464407
1870526.5069603035,10.535308853571834,15,62519.47789404486,20045.6799396976,374,81.9484624194937
3179913.8614382185,11.16110800415721,23,25699.889835074486,38856.858188686834,570,88.11011489107878
3185972.068266429,9.74325570550291,4,298005.80230717105,15439.215326388634,320,60.6357050045669
2702084.6861700546,8.91666542878809,12,232974.90547801176,2451.7326046118615,335,43.48616141544717
496934.3617693211,14.154768812183315,10,124596.54736904807,9037.034718843955,497,35.637801193998044
4184747.353166728,6.25612703520302,2,63759.781715097204,30404.656541915105,452,92.97923790656533
1637861.3216100924,9.184467897162278,4,45307.30798496619,762.5190252812997,343,100.0
973266.6264792784,8.445619079878753,20,168934.01615425534,39611.61361351955,853,26.372227351055397
251836.9506960814,9.981507202511484,28,293249.56909577566,45056.00391792705,844,16.159915792279484
2974920.068781797,9.57631874545175,28,208891.0645041739,24769.880407343077,809,30.87405955163495
3403943.591119298,10.188895316510814,6,122238.74311244425,35381.52091836744,715,80.65170575071373
132109.75319288793,6.399189772269941,14,160238.27250649672,23133.839525640982,708,25.62354315443616
2584860.638581441,10.13141501513277,23,299692.94302304654,15438.164725742292,595,21.683756503280634
1171154.087229793,7.4241881388721085,3,165254.54408764612,8243.318933826522,502,44.626744071264085
3243605.312526777,6.843313489881913,15,289976.4160173796,25908.114381736374,875,18.61772091707771
913113.8235747076,5.648342187861912,26,24581.28126899128,46494.47841162806,667,83.38988598994014
3470141.8036072063,12.62652558756141,1,221869.6759055683,44498.60834424199,725,80.42008831060049
1964339.9641876603,9.2744192085656,19,195605.20577967263,45981.29001977572,509,47.3213362884653
4686813.444246836,11.266436833117584,25,211892.36036805005,48320.653004900254,897,46.798747160740476
730728.6735226666,12.275933433047435,1,179758.7849920868,8267.898870464329,759,40.36767388163354
1738278.4376987796,11.793166653135536,13,32369.497347663633,7326.267064470155,661,81.2448257234977
611693.9301409159,9.705007190896822,8,61877.90193771125,21388.070392476293,775,52.3035809560658
4627233.410478886,8.8789852895173,18,278230.3556938601,34465.57680657537,603,36.19204138612748
4392829.799235856,8.759599096406637,22,85219.00234279265,21984.69599827111,484,81.81169908874062
1326811.0571900203,11.400487969300563,3,298022.4354115437,44617.718547006734,564,45.084918202896816
3316921.0278691864,9.947943549418735,23,210284.77563049275,35869.82418948135,713,35.66195739206771
4095249.8909960184,13.491322479885106,18,144419.2572353317,31698.5402723101,701,57.78836949338799
2798244.0174173387,13.747019843267122,20,277613.6798020912,3551.8913739636782,472,34.66727541925982
2671770.362862232,6.705603780065185,26,242596.13309288752,8766.771374213722,382,36.12840077539797
1247168.8399572358,6.362336515457256,9,140110.22228377257,21407.687712269348,889,21.59288042433954
510858.7006392011,11.304009260359996,6,39206.0322348597,48818.738467899384,621,84.42940852594236
4491218.001868967,8.012257480622793,20,263125.2808696602,16720.434929185736,645,30.806431556936666
4507069.382958486,5.185707187650989,2,234211.18078033553,31498.773125788714,371,99.45727505422298
3183852.213502676,13.88642669362955,26,241405.75444140012,49445.3016599797,750,36.31120126698733
1728197.4656910684,7.269007672438082,25,228560.44516315553,13201.25294497984,507,27.037101581888432
1778587.3943326713,14.292806516858091,4,97211.2570258632,8333.351162078961,641,63.74300086788872
3643480.610407685,12.174344508782536,25,260476.80150741452,27316.66410669999,332,49.85913234883347
4490695.786765257,12.626534899114843,18,20625.11488035045,27594.51952557099,681,83.83821731645682
4441077.80011233,7.014614957931604,7,86437.35794745074,46094.33162540471,685,81.24462516279252
3910383.951995238,7.341944256168129,27,33036.687670774794,1321.5047595803553,408,96.60233600383556
3228056.6484637246,10.212677538240658,11,50967.0078673088,20368.88665266232,461,96.28270724297997
466492.82672549173,6.720998526498621,5,169066.1585049015,15617.407922898585,315,39.6827337709956
850062.1347683382,8.054316926830323,8,30431.733183489636,28552.640744218894,313,100.0
4497843.233209042,8.214624779478044,11,70786.69335610628,466.5177430334566,545,82.54040491495152
3051823.8453149702,6.596299332527641,24,85167.24126943176,35553.190420056366,345,79.09990792153722
95525.40550231676,7.051828333951607,20,203494.86543842207,24249.48712465121,854,13.770639279288567
552284.1371868589,12.885518420082565,29,151269.7468455049,35034.46029431109,701,29.593390531896635
3334333.7570848763,6.671958545472684,20,148355.50645552832,22390.310682316584,347,51.77121429601731
75054.8400387825,5.284573918439225,15,235161.11519213486,23709.6416596293,709,15.626047454564603
845999.8545166183,11.293549426289385,24,147881.99538081384,44777.486403620256,753,38.6889912433066
2766232.2573646014,14.7598311939245,3,117576.84801705297,10544.907431224337,441,89.21129137927112
3474881.2285788315,8.312138146231213,7,289486.2927692132,10874.436725788133,749,31.182462260091473
3277208.2345378725,6.186557031962523,24,22322.12664259996,27973.829755515228,488,93.96588288376549
1160133.081829771,10.703873253675308,8,105510.04002110747,33011.213727720926,756,57.34786318733556
3575287.1456703027,14.063542110956462,11,190629.96058632244,17734.411674107414,415,56.653381698100965
1224382.9831091603,12.840617798284788,10,239186.58609478548,25975.55836574539,813,19.064724038953816
1660728.5058883752,11.225158684127159,20,248595.627332398,11392.820105876612,312,40.19193901829299
3745132.4553342196,8.150564966075994,9,32900.476919448294,6795.531115491415,576,88.80553428936878
3265682.8502837126,10.4188017327622,15,218556.97555612458,11913.132503312629,551,40.493828537740896
4253655.881946181,5.912448413042553,26,221671.02017210875,45818.65295975786,527,45.47806030033183
3305183.8168866998,11.789454242806698,20,79942.23800775508,40090.89986630374,445,95.77941346127072
2863127.5865105847,12.250960188976508,24,51577.00797162576,7012.283908110511,516,86.50806610677839
513690.1007490578,14.650316229099188,22,229912.1241546846,2328.0153057601005,593,27.608217973856974
1870193.2251441958,7.603973587450716,5,89860.00174643786,4659.248592289761,580,61.368182642180344
1362751.720024541,5.184564190430226,15,20468.665143429625,14671.640208729936,465,97.38495514027075
1257748.7347264637,10.456084644271506,4,82600.32900152108,40567.95078763695,442,98.8773189034131
4866402.246024606,12.067905043968144,5,28699.042468567517,16068.724330355726,797,73.17677780391874
1995833.737100464,12.90407475882988,29,89772.272274356,9282.763163421538,783,34.0553297538113
4465630.448126711,6.937389330248106,15,113805.48305290987,19792.055272897964,712,58.36107350473797
3174136.198686451,7.617528690370237,27,95992.04467062642,6202.681117066,396,50.869386324536706
3984315.95253116,10.125909252672963,17,277582.3788101885,23510.84223700316,587,38.344422665739025
2538053.610870701,8.30600809970002,23,85109.2252678797,33777.70773231532,854,58.0419800898199
2905674.2289004778,13.60511486587445,8,150909.75037786836,18442.430986137388,568,57.42698866236674
2487962.584403376,9.737601537387203,28,288079.72627633315,8680.574797035539,508,29.813071914802144
1016452.7896003203,12.99578644102003,25,266175.8575836622,22659.874105223826,836,16.599344767429756
3626137.9705444514,10.806197604823538,29,106592.37286917318,38124.46162384077,604,70.60420296959043
1439823.1940822362,12.73090141617112,19,111417.28258809124,3829.7125820574206,387,37.9994819261348
170364.03383569652,8.326729865303239,9,186132.23270264594,3546.856101172241,419,26.497611853742015
3245087.8647404807,13.314166219303111,10,277001.5982111844,15905.536971641937,524,39.67813223789399
926697.8630648922,7.745723155510216,5,22799.94272762493,20752.6393701938,435,98.28456864257643
4705269.992546925,10.460988080032909,10,130073.54181185074,10823.591786419645,681,62.16862947264625
4771946.4561628075,7.140071131738742,22,257937.13618142268,1345.5315601026641,310,42.86251709890171
4578578.73159122,9.755265216261932,1,134931.59394829726,10977.982095689715,738,77.35055425096202
1882285.5662644499,8.181752095087031,25,221615.36506158297,21768.49359368815,309,45.5334499889399
126510.25181789378,7.667034306372143,25,213738.97267541665,3971.3672218111005,614,15.626468234746294
4645176.884809241,14.669850180280374,22,77528.43869650284,35794.591432198526,364,93.25140729093368
2169511.534170706,6.6007410548673064,24,145886.46122275532,27605.04222051151,891,29.233179132464677
4834941.354266164,12.873258374573952,4,178532.27958754814,21722.010990122537,767,75.1649132295392
4819918.886591801,14.841649594832148,21,220329.62186834513,25935.59216064404,494,54.119614399245506
4272396.804563432,5.199014837400778,5,250269.0968410239,32790.299100851546,713,44.87873475428924
1507522.015744449,11.99027414042095,23,232781.29912745813,49739.92528716066,898,25.99311023705619
1956233.75657953,7.529118055562871,7,27927.210867864444,38756.003127072545,300,100.0
4263126.524008442,5.4048782432830444,23,207778.59564846632,27018.155552692573,667,29.27875885599928
1618763.9255235745,9.028895789566308,5,159248.32987958848,38526.68991706699,675,46.07406957289338
888989.0960961578,14.35217810170875,20,180681.2860390043,23761.211382979858,490,38.68555973834222
2806166.2491688333,5.117650943669977,8,124430.53956884555,15545.435136402524,589,52.37247438862187
4683966.132095866,10.878856919297817,17,219927.34008433353,13098.063890763762,498,43.970733586003355
3495347.4935411164,10.013964785953243,1,208688.7833933573,19973.96385501628,534,86.64132002034093
2871802.7919423566,13.733841643710475,22,182256.21480778235,114.1637701234377,529,36.082980568268894
531023.6441653043,5.840017145206256,18,261249.54912500808,8847.795535642183,525,17.350222382622725
3094285.77216089,11.815260298866503,12,48532.006969659036,6326.667245294493,729,74.634640021315
4950766.558016103,11.801096984332773,3,104286.51725767943,48017.101317345216,495,87.22201391302023
743415.8754207939,11.690800168622832,20,158636.5162567918,3242.3911966015185,766,11.743766022046362
2615731.7792004966,14.42334494935037,14,288409.34716386994,25048.638707015514,740,25.52757597472469
4392996.706043379,13.230875290068804,16,40149.74815890938,45985.89656183789,456,84.40128170833256
3716804.657883312,5.41972726243506,18,114381.69719575439,30376.01094284365,781,45.92566864658276
3500227.9179265765,9.710828507045132,10,279249.35504326597,24763.45390033113,653,36.15708953090764
3527296.215736191,8.979530562013334,23,271425.31888576574,37149.66934761102,832,26.65358838372374
1829481.1985377881,8.101472210908021,15,262268.7597981286,17668.764580856616,807,19.008164975017493
1503279.6291092422,9.513367251540974,10,106349.3276803875,9685.722016273452,704,35.35405980916813
4056337.7196186422,8.841941849259776,1,257114.0183302815,42364.12295948182,588,85.28458967721511
4060061.303661945,9.323338998786653,19,161495.03533085724,2829.10794876256,389,44.78513184033773
4342007.976971514,14.792618656086425,2,193538.07633186146,40389.69945434752,681,77.99064869336644
4570540.735154533,5.886329747495807,13,86870.97352904335,5168.3044977175405,600,59.956182946995455
2581144.874361642,14.222308698387298,25,217868.6888973483,31278.39389534878,741,35.63630884398565
2532505.658701638,9.802367134710266,16,111755.18919157899,23852.36643273661,801,45.70639399740532
4001561.135885537,11.23742245499541,8,116286.51931378242,49927.05849610403,884,67.90224218623298
3267321.4573499374,13.301829666176939,3,198308.80930620112,19396.038769580653,893,58.82832127755414
3524736.0424256315,8.604630291492555,21,87152.93820873986,47864.33489569431,684,82.682426145594
3989173.7137087,9.304219080879669,19,82842.84250882865,20189.025197590756,822,66.21030678407664
4455526.441996953,9.09518480278714,14,123365.62392690171,34085.02454580669,801,65.13446923409812
1723076.0264151022,8.747310225357598,11,237857.8150165854,32183.063442261417,548,37.08255994602098
1909135.6155677228,14.25529321646895,29,82910.9737376818,4322.597595157957,390,53.604884589058024
515210.6022123016,13.289298911930121,12,240449.14935502285,37168.290919889456,693,26.70719889140171
2912486.697931061,6.089999898629761,11,214769.47760612998,10433.38053368707,657,31.802239660387873
227914.2552938733,6.08123352477096,28,210142.36653164183,19422.047292643718,448,33.551871584169184
2354710.1897556777,9.278695148529913,11,152931.58863975495,39110.03735530449,774,45.28261823025634
2736090.9418025045,5.986573767328091,22,228848.59334061833,47215.68433403037,741,36.58413341059848
1468379.1980350078,11.190930952711197,21,23785.465629086128,27990.18281034944,307,100.0
2974624.639816603,6.436916072617339,27,105570.03228631814,25969.225050926943,528,63.864936049169984
200976.23719829466,10.223732639668011,18,210158.48987066804,25246.17084068251,369,45.54532100596565
234873.53430861136,5.0721994700371775,10,296442.71879427915,40828.23480156629,339,50.484431379881975
4121872.7752653086,8.165963484126468,16,20704.015503597268,49655.80399557152,328,100.0
1832943.6749857513,11.771907236726555,8,162792.2342094382,31679.55218890278,820,28.90016127250696
678949.5376268297,9.840389402278484,6,278674.20013036684,18931.121324169508,576,26.71286830401217
2635104.137271282,14.782694859989881,19,261791.02774866862,10933.215719154321,587,26.45953523315702
3861468.0878381236,13.741037960662108,13,26478.134531237996,9941.060195810214,883,75.87893556857011
1118314.0861093737,8.590707790431512,15,168276.27565819185,42807.550080216984,482,47.97765259777906
3133307.855304051,5.454865414722746,13,21200.388396741397,49617.602887625944,821,75.2915595475338
472469.9517191516,13.456263001150187,1,241080.98550506515,34899.52202104414,898,27.682209491286244
305824.5197846081,14.112343103146713,21,106484.95578501682,47791.44746439762,383,73.63538850854142
2680205.4262623326,13.206273934190367,28,234365.3853362808,17499.776658215927,696,24.47557032041752
2726143.851970027,6.279499409197649,27,284542.1356770001,31379.76167188019,385,42.89849222282469
3205278.0124161225,14.979151344122878,2,293303.8151634415,25584.227678664607,596,66.05814718483063
3644152.1019271747,7.585842215527738,13,270351.1306458791,24100.907893109303,586,29.00514767732674
4880467.793339546,12.2420491280837,2,77160.16688899053,31618.681808021003,408,95.16273914324736
2605686.7240909166,14.080348763357215,25,74488.04757983913,15516.940724310612,843,54.43834939145382
1648634.5410591676,7.356871143307094,11,195218.52120814376,32031.116936223407,312,47.45327588831523
3986171.6641050833,14.08258554677066,13,172335.03102943322,33643.07658411963,676,51.91560659237537
1390619.6437472673,8.094815791948669,10,22669.69018437768,41805.66665852653,708,78.43269450856066
2222908.532492899,14.764132223840562,23,129683.65832237217,36524.07092261573,314,75.85000297457634
438359.0876442165,7.812600203804746,22,273873.48154480907,15988.723156254686,487,22.4864667110502
175486.17990651468,14.534358247578352,15,271540.5252975613,22540.001611088024,533,29.630886229834523
